user_name,user_location,user_description,user_created,user_followers,user_friends,user_favourites,user_verified,date,text,hashtags,source,is_retweet
Starshine,,"Blackpink in your area!! 
Life goes On, Let's live On 
                                                - BTS, 2020..BTS - Kings; BLACKPINK- Queens  
Army-Blink",2020-06-30 03:21:35+00:00,45,15,62756,False,2021-11-24 10:56:57+00:00,"Best pop duo or group performance for Butter!! 
Here we go!!! Hoping for a Grammy win this year for our boys🤞
They deserve so much more than one nomination
#GRAMMYs #GrammyNominatedBTS #BTS https://t.co/8IXyUXEJcS",,Twitter for Android,False
Nourhan BTS 💜,,https://t.co/SFTJCGAxB0 ARMY 💜BTS Age BTS 💜💋🇰🇷🇮🇶 BTS YOU Everything #BTS #방탄소년단,2020-12-17 22:53:40+00:00,52,210,2252,False,2021-11-24 10:56:53+00:00,"@BTS_twt Thank to you How can I not like your music when you're sounding like water drops? Thank you for Everything you my Everything #BTSARMY forever love you 💜
#GRAMMYs
#Got_BTS_right_behind_us
#Got_ARMY_Behind_Us
#방탄소년단
#RM #JIN #SUGA #J_HOPE #JIMIM #V #JK",,Twitter for Android,False
Ħøn£Y.....😷❕,"Punjab, Pakistan","Muslim~~Always🇵🇰
Belieber 2k15
Justin Bieber Updates Finder
Urdu Rap Playlist on my Spotify : https://t.co/WDVIGUjCCS",2017-12-03 12:23:44+00:00,45,115,4551,False,2021-11-24 10:56:51+00:00,"Fav.❤️ Albums on #GRAMMYs Nominations Best Dance/Electronic Albums 
@ILLENIUM &amp; @marshmellomusic https://t.co/LU5oA7japU",['GRAMMYs'],Twitter for Android,False
ASjk🌼,Hous Of As ,#BTSARMY,2020-12-02 15:24:40+00:00,6,49,6697,False,2021-11-24 10:56:50+00:00,"MIN YOONGI 
LET'S GO GRAMMY 
#GRAMMYs https://t.co/MZSzLI2Rr6",['GRAMMYs'],Twitter for Android,False
Burner King (2-8) (12-7),"Virginia, USA",20 | cnu | #TakeNote | #RaysUp | #DUUUVAL,2021-09-10 18:18:37+00:00,55,92,318,False,2021-11-24 10:56:33+00:00,@bensimmonsSzn2 #Hawkeye #GRAMMYs #AMAs #BlackFridayUpsized #cryptocurrecy #dolar50 #GBBO #Grammyspace #r4today #singyourdialect #Tomato #UribeAcorralado #vclasschallenge I own you,"['Hawkeye', 'GRAMMYs', 'AMAs', 'BlackFridayUpsized', 'cryptocurrecy', 'dolar50', 'GBBO', 'Grammyspace', 'r4today']",Twitter for iPhone,False
WuzupNigeria,Lagos - Nigeria,"Get latest news, gossips, entertainment, sports, here @WuzupNigeria",2019-08-08 11:04:11+00:00,214,428,844,False,2021-11-24 10:56:32+00:00,"Jay-Z has won 23 Grammys overall, including the best rap album award in 1999 and honours for songs “Crazy in Love” with his wife, Beyonce, in 2004 and “Empire State of Mind” with Alicia Keys in 2011.

#American | #rapper | #JayZ | #GRAMMYs 

@sc 
https://t.co/Vl5Y0d2BH7",,Twitter Web App,False
Leo English Learner,"Tokyo-to, Japan",西.紀ノ国屋🥐🐱📘 言葉が出ないので、話すのやめました。どうしよう？. #illsettlefortheGHOSTofyou,2017-05-08 14:18:50+00:00,2455,555,66085,False,2021-11-24 10:56:28+00:00,Justice #albumoftheyear #grammys https://t.co/vSuBswSFCX,"['albumoftheyear', 'grammys']",Twitter for iPhone,False
Bolo Live,"Gurgaon, India","India’s Largest Social Streaming App, bringing creators and fans closer| Made in India, Loved by Bharat",2019-03-22 08:30:52+00:00,610,52,881,False,2021-11-24 10:56:14+00:00,"Note from our Founder @varunsaxena11 🤩📝
#VocalForLocal #entrepreneur #ElonMusk #Crypto #GRAMMYs https://t.co/a5VSWzTIOa","['VocalForLocal', 'entrepreneur', 'ElonMusk', 'Crypto', 'GRAMMYs']",Twitter for iPhone,False
Douglas Holtzman,Atlanta,CURRENT: VP Business Development @sportsdigita PAST: @NFL @MLB @NBA @IMG @OfficialAFL @MediaBrokersInt @ONtracapp ALUM: #Kansas #NIU INTEREST: #sportsbiz #tech,2011-06-29 18:31:30+00:00,1750,4024,39399,False,2021-11-24 10:56:09+00:00,Grammys 2022: Making Sense Of The Nominations ⁦@RecordingAcad⁩ ⁦@stereogum⁩ #entertainment #business #music #awards #nominations #albums #songs #artists #singers #Grammys #Grammys2022 #GrammyNominations #GrammyNominations2022  https://t.co/nFt0OXPhrS,"['entertainment', 'business', 'music', 'awards']",Twitter for iPad,False
NoMoreTPLF/Nazi💙,,"Justice and Fairness. 

Water is a natural resource. It's more valuable than oil and gas. Africa must benefit from the most precious water resources - the Nile.",2017-12-03 05:06:49+00:00,907,241,32343,False,2021-11-24 10:56:07+00:00,"Don't trust @U.S Embassies 👇

#GRAMMYs https://t.co/61qGMfORoQ",['GRAMMYs'],Twitter for Android,False
FUCHSIA,Pakistan,"A Singapore based Pakistani E-magazine, bringing the latest lifestyle trends in Pakistan & covering all the desi happenings in Singapore & Pakistan",2013-04-12 13:54:17+00:00,2556,367,5634,False,2021-11-24 10:56:05+00:00,"Arooj Aftab is the first Pakistani woman nominated for 'Best Artist' at Grammy Awards. As Pakistanis, our hearts are swelling with pride! 

https://t.co/819YbeUMBi 

#AroojAftab #GRAMMYs #GrammyNominations #Grammy2022 #Pakistan @arooj_aftab @RecordingAcad",,Twitter for iPhone,False
Metropolitan Television,"North Ridge, Accra ",,2013-05-18 04:00:09+00:00,91752,513,6095,False,2021-11-24 10:56:01+00:00,"Congratulations to @RockyDawuni on your well-deserved nomination under the Global Album category at the #GRAMMYs 🇬🇭💃😍

#MetroTV https://t.co/M5rblmNtc6",['GRAMMYs'],Twitter for Android,False
DLSU Radio,"De La Salle - Manila, Taft Ave","The official Twitter account of DLSU's official radio station, Green Giant FM! | Contact us at (publicrelations.ggfm@gmail.com) and (ggfm.marketing@gmail.com)",2010-02-20 05:03:26+00:00,3773,35,0,False,2021-11-24 10:55:40+00:00,"To review the full list of nominees for the 2022 #GRAMMYs, visit https://t.co/nXkqaKrmol, or watch the announcement here: https://t.co/iK6cYwJDt7 | via @RecordingAcad",['GRAMMYs'],Twitter Web App,False
Improbable,London,World-renowned company of pioneering improvisers & conversation facilitators. We make remarkable theatre. Follow our OS events @DandDUK. Also on @improbable_iii,2008-12-30 19:37:26+00:00,12859,2753,5511,False,2021-11-24 10:55:34+00:00,Want to become the New Executive Director of a 2022 Grammy nominated company? https://t.co/ylcM2ZowMQ #Akhnaten #GRAMMYs,"['Akhnaten', 'GRAMMYs']",Twitter for iPhone,False
promohypeGH,brooklyn,"The #1 Source For The Latest  News, Videos, Singles, Mixtapes, Interviews & MORE. On instagram and snapchat am:: drrSeesay. Like our fbk page:: promohypegh",2011-05-14 20:27:54+00:00,570,619,1951,False,2021-11-24 10:55:30+00:00,"Buy Shared/WordPress Hosting &amp; get a free (.com) Domain

Visit: https://t.co/TDJAcvr2I1 or call us: 0547868441

#NSMQ2021 #GRAMMYs #pepperbyqwekuatayah #Gmoney #GrammyNominatedBTS https://t.co/8FElyKWVBY",,Twitter Web App,False
Kaye San Juan 🇵🇭,Pearl of the Orient,"Marisian. Archer. Believer. Dreamer. Coffee drinker, chocolate lover. Marketing, Communications,open for discourse.Believe in the power of Education - Malala",2009-10-26 09:24:21+00:00,480,1503,3350,False,2021-11-24 10:55:21+00:00,you think the #GRAMMYs are #scammys ? double standards are (and have been) showing. looking for some receipts. bet #ARMYs have these.,"['GRAMMYs', 'scammys', 'ARMYs']",Twitter for Android,False
SM_Studio,,"Hi there, Thanks for visiting my site. My name shahanaj begum I am a professional motion graphics designer and cartoon animator.",2021-11-23 20:37:45+00:00,2,230,18,False,2021-11-24 10:54:43+00:00,"Hey😉, check out my new #logo #animation🥳🥳. Do you want something like this for your logo clicks here😻😻😻 https://t.co/nJenvwiOWv
#NoAvanzamosCon #PalcoEnLaFeria #UnMentirosoEs  Jennifer Arias Centro Democrático Petro #GRAMMYs  #HayTrampaEn Benfica Namjoon Uribe Encanto","['logo', 'animation']",Twitter Web App,False
Shatta Ama 🇬🇭🇳🇬🇿🇦,,Shatta Wale wife Sarkodie chick Stonebwoy gf No DMs. Mention me for a Follow Back #FixTheCountry,2019-11-26 23:31:42+00:00,8106,6574,6949,False,2021-11-24 10:54:36+00:00,"Dead Woman Wakes Up In Mortuary (Video) - https://t.co/zYrH8EqmFC 

Yaw Tog #NSMQ2021 Villarreal Reece James Chelsea Gyakie #GRAMMYs #PepperByQwekuAtayah",['NSMQ2021'],Twitter Web App,False
Pia Choi,phippines,im pia my korean name is Choi yu ri,2010-05-22 08:11:40+00:00,45,306,3609,False,2021-11-24 10:54:19+00:00,"@RecordingAcad @itstonybennett @ladygaga @justinbieber @ItsBennyBlanco @bts_bighit @coldplay @DojaCat @sza The  grammys are corrupt  and  racist 
They didn't  plan to  give  asian artist  like  bts  the award that  they  really  deserve  they  nominate  them  again  for using  bts  and  armys  for a clout and for  that  money disappointed but surprised @RecordingAcad #GRAMMYs",,Twitter for Android,False
DUBU 🐧✂️,"Nantes, France",Stan : Little Mix/ Twice / Itzy/ Stray Kids/ Thomas Doherty,2020-07-16 15:05:30+00:00,259,489,2014,False,2021-11-24 10:53:57+00:00,BTS Olivia and Taylor swift deserve to have their #GRAMMYs,['GRAMMYs'],Twitter for iPhone,False
𝓗𝓲𝓼_𝓛𝓸𝓻𝓭𝓼𝓱𝓲𝓹_𝓭𝓮'𝔃𝓮𝓼𝓽 🀄,"Amsterdam, The Netherlands","N̶i̶g̶e̶r̶i̶a̶n̶ Foreign Trillionaire 🤞. 𝕸𝖆𝖓𝖈𝖍𝖊𝖘𝖙𝖊𝖗 𝖀𝖓𝖎𝖙𝖊𝖉 💝
Thank you  #HealthCareHeroes🤛💪🌍",2009-04-28 10:30:22+00:00,1599,1521,10612,False,2021-11-24 10:53:54+00:00,"Still, Wizkid hasn't posted about his #GRAMMYs nominations. That guy get problem. https://t.co/vE81FbZdD7",['GRAMMYs'],Twitter for Android,False
Jenna Mahale,big ol theyby,columnist class member @bitchmedia mentoring/mothering @zenithcoop editor/nuisance @i_D 😌😘 and ℑ 𝔴𝔯𝔦𝔱𝔢 𝔱𝔬𝔬 ❤️‍🔥 jenna.mahale@i-d.co,2016-05-08 11:12:26+00:00,4598,985,25370,True,2021-11-24 10:53:41+00:00,"""I'm ancient in the music world. It took me so long to get some semblance of recognition or success that I think once I had it, I knew how precious and easy to lose it was."" 

— @jbrekkie in @i_D, months away from her first #GRAMMYs nom 🧡 CONGRATS BB https://t.co/V8ESEFzjaQ",,Twitter Web App,False
one purple light,,Shining purple light~ ✨💜,2020-04-07 16:38:51+00:00,83,577,12348,False,2021-11-24 10:53:34+00:00,"@BTS_twt Congratulations! You deserve it and so much more! We're so proud of you guys 💜
Always right behind you
#Butter #GRAMMYs #GrammyNominatedBTS",,Twitter for Android,False
Evermore_AOTY 🌟,"New York, USA",evermore ✨,2019-09-05 05:31:28+00:00,1318,2274,15390,False,2021-11-24 10:53:30+00:00,selena gomez is the most talked artist during #GRAMMYs nominations https://t.co/yjJzwftoTq,['GRAMMYs'],Twitter Web App,False
DLSU Radio,"De La Salle - Manila, Taft Ave","The official Twitter account of DLSU's official radio station, Green Giant FM! | Contact us at (publicrelations.ggfm@gmail.com) and (ggfm.marketing@gmail.com)",2010-02-20 05:03:26+00:00,3773,35,0,False,2021-11-24 10:53:13+00:00,ICYMI: Nominees for the 2022 Grammy Awards have been released!✨ Do your favorite artists have a chance of winning the gramophone? Check out this year’s #GRAMMYs nominees here! | via @RecordingAcad https://t.co/wkCTWkLG2F,,Twitter Web App,False
a,she/her - 18,"i tweet all day // the luck of the draw only draws the unlucky🧣 music, film, art, literature, pop culture • writer • beyoncé stan • future cpa #TaylorSwift",2014-09-26 05:56:53+00:00,14017,322,233774,False,2021-11-24 10:52:56+00:00,"@oliviarodrigo acknowledging her 7 nominations - roty, aoty, soty best new artist, best pop vocal album, best pop solo performance, &amp; best music video #GRAMMYs https://t.co/ylMD643OCB",,Twitter for iPhone,False
TagTally,,"We watch tweets posted at popular @people and @organisations for top hashtags posted by their followers, we ensure your hashtags gets the right attention.",2020-03-01 18:52:51+00:00,32,0,1,False,2021-11-24 10:52:47+00:00,"Most tweeted Hashtags at taylorswift13:
Today: 
#GRAMMYs - 9137
#Hot100 - 7381
#Artist100 - 2637
Last 7 days:
#RedTaylorsVersion - 22839
#Hot100 - 22391
#AMAs - 16509","['GRAMMYs', 'Hot100', 'Artist100']",tagtally,False
soha,,"Didn't wanna be a princess, I'm priceless
A prince not even on my list .. 🤎",2021-05-14 22:00:59+00:00,12,23,90,False,2021-11-24 10:52:34+00:00,Morning #AMAs #CardiAMAs #cryptoban #Cardano #Canucks #altcoins #Avalanche #altcoin #AVAX #BTC #ALTSEASON #Ethereum #DeFi #BTS #Bitcoin #ARMYsROOM #ADA #art #Aries #ArianaGrande #Grammyspace #GRAMMYs #DWTS #MAMAVOTE #memecoin #LouisTomlinson #SAFEMOON #SaudiArabia #Dubai https://t.co/E1CkV3HTHT,"['AMAs', 'CardiAMAs', 'cryptoban', 'Cardano', 'Canucks', 'altcoins', 'Avalanche', 'altcoin', 'AVAX', 'BTC', 'ALTSEASON', 'Ethereum']",Twitter for iPhone,False
Amelia,,,2021-05-09 11:25:32+00:00,11999,1365,9528,False,2021-11-24 10:52:31+00:00,"Yoh😲😮😮

#indoda Ramaphosa SPCA V Class  #Championsleague Metros Inno Gigi The EFF Fikile #EFFPresser  Black Friday  #yousexhowyoueat #GRAMMYs NOTA Thiago Silva Ziyech  #MrtshweuSpaces  Mr Fix My 2022 #chejuv Mbaks MR. champions league Benzema Dembele
 https://t.co/e6xw6WhTUX","['indoda', 'Championsleague', 'EFFPresser']",Twitter for Android,False
Soundman 🖤🦅❤️,"New York, NY",Clever,2016-09-27 07:50:12+00:00,103,2195,4848,False,2021-11-24 10:52:23+00:00,#GRAMMYs more Wins @wizkidayo greatness 🏆 https://t.co/ttBeg32tzQ,['GRAMMYs'],Twitter for Android,False
vance,,"how can they tell you, the shit’s that you have been through?",2021-08-10 16:50:19+00:00,354,421,7326,False,2021-11-24 10:52:21+00:00,"Ariana has most nominations in Best Pop Solo Performance (4) and Best Pop Vocal Album (5) categories (tied)
#GRAMMYs",['GRAMMYs'],Twitter for iPhone,False
⟭⟬ Nivvy_Potato⁷ ⟬⟭ (ia coz🤱),Namkanda Forever!,"Stan life! 💜  Moonwalker/MOARMYMOO 💜

#LYSYWembley 010619 💜
#BANGBANGCON 180420 💜
#BANGBANGCON 190420 💜
#BANGBANGCONTheLive 140620💜
#BANGBANGCON 170421 💜",2019-03-27 15:57:22+00:00,421,697,22087,False,2021-11-24 10:52:18+00:00,"If they pull that same shit again, istg... 🔥
#GRAMMYs #BTS_Butter #BTSGOTARMYBEHINDTHEM https://t.co/g13jxdQWLU","['GRAMMYs', 'BTS_Butter', 'BTSGOTARMYBEHINDTHEM']",Twitter for Android,False
tea⁷ 🤍 VOTE MAMA 2021,-stay st. ♡,"ults (skz + bts)
Multi kpop stan💜
Arianator🛐
she/her
19",2020-05-26 13:42:56+00:00,341,552,48714,False,2021-11-24 10:52:13+00:00,"🗣:And the Grammy goes to...BEETHOVEN!!! Congratulations, but since he couldnt make it I'll accept this award on his behalf. 🤡
#GRAMMYs #BTS","['GRAMMYs', 'BTS']",Twitter for Android,False
Amelia,,,2021-05-09 11:25:32+00:00,11999,1365,9528,False,2021-11-24 10:51:43+00:00,"Yoh😮

Inno #indoda Ramaphosa SPCA Sipho Pityana V Class  #Championsleague Gigi The EFF Sancho Villarreal Reece James Chelsea Black Coffee Prison FC Mbaks Benzema  #yousexhowyoueat #GRAMMYs NOTA Thiago Silva Come 2024 The ANC Mr. Champions league 
 https://t.co/e6xw6WhTUX","['indoda', 'Championsleague']",Twitter for Android,False
SIR SLAYOUT,,"𝚃𝚑𝚎 𝙵𝙸𝙻𝙻𝙰 𝙺𝙸𝙽𝙶🤴🇬🇧🇨🇦🇬🇭🇳🇬🇺🇸🇿🇦 𝙴𝚗𝚝𝚎𝚛𝚝𝚊𝚒𝚗𝚖𝚎𝚗𝚝, 𝙶𝚘𝚜𝚜𝚒𝚙, 𝙻𝚒𝚏𝚎𝚜𝚝𝚢𝚕𝚎, 𝚂𝚙𝚘𝚛𝚝𝚜.",2019-09-08 20:40:23+00:00,1830,0,2999,False,2021-11-24 10:51:18+00:00,"Kanye West (Ye) is back on #GRAMMYs again after urinating on it 2yrs ago

Yaw Tog | Gyakie | Cristiano Ronaldo 
https://t.co/DtOJVAHi2w",['GRAMMYs'],Twitter for iPhone,False
Shatta Ama 🇬🇭🇳🇬🇿🇦,,Shatta Wale wife Sarkodie chick Stonebwoy gf No DMs. Mention me for a Follow Back #FixTheCountry,2019-11-26 23:31:42+00:00,8106,6574,6949,False,2021-11-24 10:51:10+00:00,"Shatta Wale – Maya (GOG Album Chaff) | MP3 Download + Music VIDEO
https://t.co/1hLBwWxncI

Yaw Tog #NSMQ2021 Villarreal Reece James Chelsea Gyakie #GRAMMYs #PepperByQwekuAtayah",['NSMQ2021'],Twitter Web App,False
SouthAsia,Pakistan,"SouthAsia Magazine - The Complete Magazine for the Region.
https://t.co/zMogse00wg
Follow us on Insta (https://t.co/S95mdqNE6n…) &
FB (https://t.co/wdJVpdz0VF)",2020-01-16 07:08:10+00:00,386,68,680,True,2021-11-24 10:50:09+00:00,"Singer @arooj_aftab from #Pakistan bagged two nominations at #GRAMMYs for Best Global Music Performance &amp; Best New Artist.
Her song MOHABBAT gained fame for its uniqueness.🎶
@RecordingAcad @rihanna @BrunoMars @RollingStones @finneas @oliviarodrigo #AroojAftab #music #SouthAsiaPK https://t.co/vuEwaM3ov1","['Pakistan', 'GRAMMYs']",Twitter Web App,False
JonMcReynoldsStreetTeam,Everywhere💕,We’re just a bunch of dedicated fans here to promote our favorite Gospel Artist Jonathan McReynolds. So come along and join the fun....Here we go!🔥🔥🔥,2021-04-20 23:55:34+00:00,1177,4999,818,False,2021-11-24 10:50:05+00:00,“Look what the Lord has Done”. Another MIRACLE! Congratulations JONNYxMALI @jonmcreynolds @MaliMusic  #RecordingAcademy #GRAMMYs #BestGospelAlbum 💕💕💕 https://t.co/frBwUi3WWG,,Twitter for iPhone,False
Kafui Dey,Ghana,Host of #GTVBreakfast Show on @thegbcghana || Moderator || Mental Health Ambassador || contact.kafuidey@gmail.com,2011-04-05 18:29:21+00:00,420556,16087,41165,True,2021-11-24 10:50:01+00:00,"This album earned @RockyDawuni his 2nd Grammy nomination, this time  for Global Music Album

#VoiceOfBunbon #RockyDawuni #GRAMMYs

Click to listen!👇👇👇

https://t.co/pUN5sOhryT",['VoiceOfBunbon'],Twitter for Android,False
#MrInfluencerUgReports 🇺🇬🇳🇬🇿🇦🇬🇭,worldwide,The official Twitter account of #MrInfluencerUg 🇺🇬.💓 I SUPPORT And Love #MUFC⚽| #YouTuber 🎬 Proactive #Influencer #YouTube #GGMU | #TeamEfua | #PhoneMartUg,2018-10-02 13:29:29+00:00,25903,16803,156455,False,2021-11-24 10:49:35+00:00,"Congratulations 64th #GRAMMYs  Best New Artist nominees

Subscribe
Like video
Share
#MrInfluencerUg #MrInfluencerUgReports

Watch official video 👉 https://t.co/tsJ7R9gYTh","['GRAMMYs', 'MrInfluencerUg']",Twitter for Android,False
#MrInfluencerUgReports 🇺🇬🇳🇬🇿🇦🇬🇭,worldwide,The official Twitter account of #MrInfluencerUg 🇺🇬.💓 I SUPPORT And Love #MUFC⚽| #YouTuber 🎬 Proactive #Influencer #YouTube #GGMU | #TeamEfua | #PhoneMartUg,2018-10-02 13:29:29+00:00,25903,16803,156455,False,2021-11-24 10:49:34+00:00,"Congratulations 64th #GRAMMYs  Album Of The Year nominees

Subscribe
Like video
Share
#MrInfluencerUg #MrInfluencerUgReports

Watch official video 👉 https://t.co/BKYyoSpqxh","['GRAMMYs', 'MrInfluencerUg']",Twitter for Android,False
#MrInfluencerUgReports 🇺🇬🇳🇬🇿🇦🇬🇭,worldwide,The official Twitter account of #MrInfluencerUg 🇺🇬.💓 I SUPPORT And Love #MUFC⚽| #YouTuber 🎬 Proactive #Influencer #YouTube #GGMU | #TeamEfua | #PhoneMartUg,2018-10-02 13:29:29+00:00,25903,16803,156455,False,2021-11-24 10:49:34+00:00,"Congratulations 64th #GRAMMYs Best Rock Song nominees

Subscribe
Like video
Share
#MrInfluencerUg #MrInfluencerUgReports

Watch official video 👉 https://t.co/GPNAwc4oVn","['GRAMMYs', 'MrInfluencerUg']",Twitter for Android,False
#MrInfluencerUgReports 🇺🇬🇳🇬🇿🇦🇬🇭,worldwide,The official Twitter account of #MrInfluencerUg 🇺🇬.💓 I SUPPORT And Love #MUFC⚽| #YouTuber 🎬 Proactive #Influencer #YouTube #GGMU | #TeamEfua | #PhoneMartUg,2018-10-02 13:29:29+00:00,25903,16803,156455,False,2021-11-24 10:49:33+00:00,"Congratulations 64th #GRAMMYs Record Of The Year nominees

Subscribe
Like video
Share
#MrInfluencerUg #MrInfluencerUgReports

Watch official video 👉 https://t.co/qZ742Xh1F5","['GRAMMYs', 'MrInfluencerUg']",Twitter for Android,False
#MrInfluencerUgReports 🇺🇬🇳🇬🇿🇦🇬🇭,worldwide,The official Twitter account of #MrInfluencerUg 🇺🇬.💓 I SUPPORT And Love #MUFC⚽| #YouTuber 🎬 Proactive #Influencer #YouTube #GGMU | #TeamEfua | #PhoneMartUg,2018-10-02 13:29:29+00:00,25903,16803,156455,False,2021-11-24 10:49:32+00:00,"Congratulations 64th #GRAMMYs Best Metal Performance nominees

Subscribe
Like video
Share
#MrInfluencerUg #MrInfluencerUgReports

Watch official video 👉 https://t.co/BbM36QfryT","['GRAMMYs', 'MrInfluencerUg']",Twitter for Android,False
#MrInfluencerUgReports 🇺🇬🇳🇬🇿🇦🇬🇭,worldwide,The official Twitter account of #MrInfluencerUg 🇺🇬.💓 I SUPPORT And Love #MUFC⚽| #YouTuber 🎬 Proactive #Influencer #YouTube #GGMU | #TeamEfua | #PhoneMartUg,2018-10-02 13:29:29+00:00,25903,16803,156455,False,2021-11-24 10:49:31+00:00,"Congratulations 64th #GRAMMYs Best Alternative Music Album nominees

Subscribe
Like video
Share
#MrInfluencerUg #MrInfluencerUgReports

Watch official video 👉 https://t.co/TFCocEO70o","['GRAMMYs', 'MrInfluencerUg']",Twitter for Android,False
#MrInfluencerUgReports 🇺🇬🇳🇬🇿🇦🇬🇭,worldwide,The official Twitter account of #MrInfluencerUg 🇺🇬.💓 I SUPPORT And Love #MUFC⚽| #YouTuber 🎬 Proactive #Influencer #YouTube #GGMU | #TeamEfua | #PhoneMartUg,2018-10-02 13:29:29+00:00,25903,16803,156455,False,2021-11-24 10:49:31+00:00,"Congratulations 64th #GRAMMYs Best Pop Vocal Album nominees

Subscribe
Like video
Share
#MrInfluencerUg #MrInfluencerUgReports

Watch official video 👉 https://t.co/vI6zKNvPEk","['GRAMMYs', 'MrInfluencerUg']",Twitter for Android,False
#MrInfluencerUgReports 🇺🇬🇳🇬🇿🇦🇬🇭,worldwide,The official Twitter account of #MrInfluencerUg 🇺🇬.💓 I SUPPORT And Love #MUFC⚽| #YouTuber 🎬 Proactive #Influencer #YouTube #GGMU | #TeamEfua | #PhoneMartUg,2018-10-02 13:29:29+00:00,25903,16803,156455,False,2021-11-24 10:49:30+00:00,"Congratulations 64th #GRAMMYs Best Música Urbana Album nominees

Subscribe
Like video
Share
#MrInfluencerUg #MrInfluencerUgReports

Watch official video 👉 https://t.co/RhD0lbxDNA","['GRAMMYs', 'MrInfluencerUg']",Twitter for Android,False
Shollymamaˢᵀ,,Loving and God fearing,2019-10-24 08:33:21+00:00,323,137,27119,False,2021-11-24 10:49:28+00:00,"Fine landlady no pimples Congratulations on your #GRAMMYs nomination 💯 sure you’ve won 😂💃
SYMPLY TACHA 
 #1KForT26
#SymplyTacha              
@Symply_Tacha 
#Tacha https://t.co/8AjrSVdTwt","['GRAMMYs', '1KForT26']",Twitter for iPhone,False
𝙀𝙉𝙏𝙀𝙍𝙏𝘼𝙄𝙉𝙈𝙀𝙉𝙏 𝘿𝘼𝙄𝙇𝙔 🇳🇬,"Lagos, Nigeria","𝙈𝙐𝙎𝙄𝘾  ●  𝙁𝘼𝙎𝙃𝙄𝙊𝙉  ● 𝙇𝙄𝙁𝙀𝙎𝙏𝙔𝙇𝙀 //

𝙎𝙏𝘼𝙔 𝙏𝙐𝙉𝙀 𝙒𝙄𝙏𝙃 𝙐𝙎 𝙏𝙊 𝙆𝙀𝙀𝙋 𝙐𝙋 𝙒𝙄𝙏𝙃 𝙔𝙊𝙐𝙍 𝙁𝘼𝙑𝙊𝙐𝙍𝙄𝙏𝙀𝙎!

💜💜",2020-10-23 19:37:51+00:00,1089,405,57882,False,2021-11-24 10:49:28+00:00,"The 64th #Grammys Nominations 

Tems now first Nigerian female artist to receive a #Grammy nomination! 

🎶 #Wizkid - #Essence featuring @temsbaby has been nominated for “Best Global Music Performance”

Congrats 🎉🇳🇬🔥 #music https://t.co/BGoTSwOVJL","['Grammys', 'Grammy', 'Wizkid']",Twitter for iPhone,False
Billie Eilish News 🇧🇷 ( Reserva),Brasil,"Conta de fãs 💙. ( Conta reserva do fã clube @Newbillieeilish ) 
Tudo sobre @billieeilish e seu novo álbum #happierThanEver",2021-09-21 13:17:10+00:00,46,2,531,False,2021-11-24 10:49:08+00:00,"Grammys, Olivia Rodrigo, Billie Eilish! 
#GRAMMYs  #OliviaRodrigo  #BillieEilish https://t.co/stsTL86owv","['GRAMMYs', 'OliviaRodrigo', 'BillieEilish']",Twitter for Android,False
tin | may,21,filo swiftie since '07 | certified augusthead | tv show junkie | formerly @/darveyxoxo,2021-04-09 10:51:20+00:00,348,497,3306,False,2021-11-24 10:49:07+00:00,#grammys do better https://t.co/qQfNWmWBbW,['grammys'],Twitter for iPhone,False
𝙀𝙉𝙏𝙀𝙍𝙏𝘼𝙄𝙉𝙈𝙀𝙉𝙏 𝘿𝘼𝙄𝙇𝙔 🇳🇬,"Lagos, Nigeria","𝙈𝙐𝙎𝙄𝘾  ●  𝙁𝘼𝙎𝙃𝙄𝙊𝙉  ● 𝙇𝙄𝙁𝙀𝙎𝙏𝙔𝙇𝙀 //

𝙎𝙏𝘼𝙔 𝙏𝙐𝙉𝙀 𝙒𝙄𝙏𝙃 𝙐𝙎 𝙏𝙊 𝙆𝙀𝙀𝙋 𝙐𝙋 𝙒𝙄𝙏𝙃 𝙔𝙊𝙐𝙍 𝙁𝘼𝙑𝙊𝙐𝙍𝙄𝙏𝙀𝙎!

💜💜",2020-10-23 19:37:51+00:00,1089,405,57882,False,2021-11-24 10:48:56+00:00,"The 64th #GRAMMYs Nominations

@angeliquekidjo &amp; @burnaboy collaboration song 🎶 (DO YOURSELF) was also nominated for “BEST GLOBAL MUSIC PERFORMANCE” 

🔥🇳🇬 https://t.co/PmSDvnlqzR",['GRAMMYs'],Twitter for iPhone,False
DISNEY REACTIONS,Reino de Genovia,"Hemos venido a hablar de Disney (Noticias, memes, datos, Disney+ España...) Hakuna Matata o ¡DESHONRA SOBRE TU VACA!",2014-08-31 19:44:57+00:00,13778,176,1788,False,2021-11-24 10:48:53+00:00,"Otras nominaciones de Disney en los #GRAMMYs han sido para:

Cruella - Best Compilation Soundtrack For Visual Media

The Mandalorian - Best Score Soundtrack For Visual Media

Happier Than Ever - Best Music Film

Soul - Best Score Soundtrack For Visual Media https://t.co/UOoogFXIYk",['GRAMMYs'],Twitter for Android,False
